64;0
63.999683;0.2010616
63.998737;0.40212122
63.997158;0.60317683
64.994865;0.8167926
64.99198;1.0209757
64.98846;1.2251486
64.98428;1.4293094
64.97948;1.6334563
64.97402;1.837587
64.967926;2.0416994
63.96179;2.2112412
64.95381;2.4498618
65.94496;2.6947372
64.93714;2.8579278
65.92673;3.109026
65.91664;3.3161252
65.9059;3.5231917
65.8945;3.7302234
65.88246;3.9372184
65.86977;4.1441746
65.85642;4.3510895
65.84242;4.557962
65.82778;4.764789
65.812485;4.971569
65.79654;5.1783004
65.77995;5.38498
65.76271;5.5916076
65.74482;5.798179
65.72628;6.004694
65.70709;6.2111487
65.687256;6.417543
65.66676;6.6238737
65.64563;6.8301387
65.62385;7.0363364
65.601425;7.2424645
65.57835;7.4485216
65.55463;7.654505
65.53025;7.860413
65.50523;8.066243
64.48746;8.14666
64.46155;8.349213
65.4263;8.683248
65.398705;8.888747
65.37045;9.094159
64.35154;9.15858
64.32245;9.360701
64.292725;9.562729
64.26237;9.764663
64.23137;9.966501
64.199745;10.168241
64.16748;10.36988
63.1479;10.408778
64.10106;10.772848
64.066895;10.9741745
63.046997;11.003463
63.996685;11.376499
62.976616;11.399379
62.940495;11.59717
62.903748;11.794845
62.866383;11.992404
63.810093;12.380312
62.78979;12.387167
62.75057;12.584365
62.710724;12.781439
63.649483;13.181175
62.629177;13.175207
62.58748;13.371897
62.54516;13.568456
63.47882;13.979957
62.45867;13.961167
62.414505;14.157318
62.36972;14.35333
61.350506;14.321867
62.278305;14.744924
62.231674;14.940504
62.18443;15.135937
62.136574;15.331219
62.0881;15.526351
62.039017;15.72133
61.989323;15.916154
61.939014;16.110819
60.921093;16.050556
58.937977;15.726252
58.88828;15.911333
57.873444;15.832384
58.787144;16.281021
57.772827;16.195698
56.759632;16.104166
56.70876;16.282402
55.697037;16.181484
55.645924;16.356382
54.635742;16.2461
54.584435;16.41766
55.4893;16.880098
55.435997;17.054338
55.382145;17.22841
55.327744;17.402315
55.2728;17.576046
55.21731;17.749603
55.161278;17.922987
55.1047;18.096191
55.047577;18.269218
55.93801;18.760033
55.8788;18.935673
54.872948;18.78721
54.813656;18.959505
54.753826;19.131615
54.69345;19.303534
54.632538;19.475262
54.571083;19.646801
54.509094;19.818144
54.446564;19.98929
